properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  world = "Monde intérieur",
  tileset = "house",
}

tile{
  layer = 1,
  x = 72,
  y = 32,
  width = 176,
  height = 176,
  pattern = 2,
}

tile{
  layer = 1,
  x = 72,
  y = 48,
  width = 96,
  height = 80,
  pattern = 173,
}

tile{
  layer = 1,
  x = 64,
  y = 16,
  width = 192,
  height = 24,
  pattern = 49,
}

tile{
  layer = 1,
  x = 40,
  y = 24,
  width = 24,
  height = 192,
  pattern = 51,
}

tile{
  layer = 1,
  x = 40,
  y = 200,
  width = 24,
  height = 24,
  pattern = 47,
}

tile{
  layer = 1,
  x = 256,
  y = 24,
  width = 24,
  height = 192,
  pattern = 50,
}

tile{
  layer = 1,
  x = 120,
  y = 64,
  width = 32,
  height = 40,
  pattern = 125,
}

tile{
  layer = 1,
  x = 72,
  y = 64,
  width = 32,
  height = 40,
  pattern = 125,
}

tile{
  layer = 1,
  x = 64,
  y = 40,
  width = 8,
  height = 8,
  pattern = 22,
}

tile{
  layer = 1,
  x = 248,
  y = 40,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 72,
  y = 40,
  width = 176,
  height = 8,
  pattern = 18,
}

tile{
  layer = 1,
  x = 64,
  y = 40,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 64,
  y = 48,
  width = 8,
  height = 144,
  pattern = 20,
}

tile{
  layer = 1,
  x = 64,
  y = 192,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 72,
  y = 192,
  width = 176,
  height = 8,
  pattern = 21,
}

tile{
  layer = 1,
  x = 248,
  y = 192,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 248,
  y = 48,
  width = 8,
  height = 144,
  pattern = 19,
}

tile{
  layer = 1,
  x = 72,
  y = 176,
  width = 16,
  height = 16,
  pattern = 1,
}

tile{
  layer = 1,
  x = 72,
  y = 160,
  width = 16,
  height = 16,
  pattern = 1,
}

tile{
  layer = 1,
  x = 88,
  y = 160,
  width = 16,
  height = 16,
  pattern = 1,
}

tile{
  layer = 1,
  x = 88,
  y = 176,
  width = 16,
  height = 16,
  pattern = 1,
}

tile{
  layer = 1,
  x = 72,
  y = 128,
  width = 96,
  height = 8,
  pattern = 11,
}

tile{
  layer = 1,
  x = 168,
  y = 128,
  width = 8,
  height = 8,
  pattern = 7,
}

tile{
  layer = 1,
  x = 168,
  y = 48,
  width = 8,
  height = 80,
  pattern = 9,
}

tile{
  layer = 1,
  x = 240,
  y = 184,
  width = 16,
  height = 16,
  pattern = 12,
}

tile{
  layer = 1,
  x = 248,
  y = 176,
  width = 8,
  height = 8,
  pattern = 214,
}

tile{
  layer = 1,
  x = 232,
  y = 176,
  width = 16,
  height = 8,
  pattern = 215,
}

tile{
  layer = 1,
  x = 232,
  y = 168,
  width = 16,
  height = 8,
  pattern = 212,
}

tile{
  layer = 1,
  x = 248,
  y = 168,
  width = 8,
  height = 8,
  pattern = 210,
}

tile{
  layer = 1,
  x = 248,
  y = 160,
  width = 8,
  height = 8,
  pattern = 209,
}

tile{
  layer = 1,
  x = 216,
  y = 168,
  width = 16,
  height = 8,
  pattern = 212,
}

tile{
  layer = 1,
  x = 216,
  y = 176,
  width = 16,
  height = 8,
  pattern = 215,
}

tile{
  layer = 1,
  x = 208,
  y = 176,
  width = 8,
  height = 8,
  pattern = 213,
}

tile{
  layer = 1,
  x = 208,
  y = 160,
  width = 8,
  height = 8,
  pattern = 207,
}

tile{
  layer = 1,
  x = 208,
  y = 168,
  width = 8,
  height = 8,
  pattern = 211,
}

tile{
  layer = 1,
  x = 216,
  y = 160,
  width = 32,
  height = 8,
  pattern = 208,
}

tile{
  layer = 1,
  x = 240,
  y = 144,
  width = 16,
  height = 16,
  pattern = 12,
}

tile{
  layer = 1,
  x = 240,
  y = 32,
  width = 16,
  height = 24,
  pattern = 138,
}

tile{
  layer = 1,
  x = 240,
  y = 48,
  width = 16,
  height = 24,
  pattern = 138,
}

tile{
  layer = 1,
  x = 208,
  y = 16,
  width = 16,
  height = 32,
  pattern = 42,
}

tile{
  layer = 1,
  x = 224,
  y = 16,
  width = 16,
  height = 32,
  pattern = 43,
}

tile{
  layer = 1,
  x = 168,
  y = 200,
  width = 8,
  height = 16,
  pattern = 75,
}

tile{
  layer = 1,
  x = 144,
  y = 200,
  width = 8,
  height = 16,
  pattern = 74,
}

tile{
  layer = 1,
  x = 152,
  y = 200,
  width = 16,
  height = 16,
  pattern = 77,
}

tile{
  layer = 1,
  x = 40,
  y = 16,
  width = 24,
  height = 24,
  pattern = 45,
}

tile{
  layer = 1,
  x = 256,
  y = 16,
  width = 24,
  height = 24,
  pattern = 46,
}

tile{
  layer = 1,
  x = 256,
  y = 200,
  width = 24,
  height = 24,
  pattern = 48,
}

tile{
  layer = 1,
  x = 144,
  y = 216,
  width = 8,
  height = 24,
  pattern = 71,
}

tile{
  layer = 1,
  x = 168,
  y = 216,
  width = 8,
  height = 24,
  pattern = 71,
}

tile{
  layer = 1,
  x = 152,
  y = 216,
  width = 16,
  height = 32,
  pattern = 2,
}

tile{
  layer = 1,
  x = 64,
  y = 200,
  width = 80,
  height = 24,
  pattern = 52,
}

tile{
  layer = 1,
  x = 176,
  y = 200,
  width = 80,
  height = 24,
  pattern = 52,
}

destination{
  layer = 1,
  x = 160,
  y = 213,
  name = "maison_link_1_B",
  direction = 1,
}

teletransporter{
  layer = 1,
  x = 152,
  y = 224,
  width = 16,
  height = 16,
  name = "maison_link_2_B",
  transition = 1,
  destination_map = "outside_village",
  destination = "maison_link_2_A",
}

destination{
  layer = 1,
  x = 144,
  y = 77,
  name = "start_position",
  direction = 0,
}

npc{
  layer = 1,
  x = 128,
  y = 77,
  name = "snores",
  direction = 3,
  subtype = "0",
  sprite = "entities/snores",
}

npc{
  layer = 1,
  x = 136,
  y = 77,
  name = "bed",
  direction = 3,
  subtype = "0",
  sprite = "entities/bed",
}

destructible{
  layer = 1,
  x = 80,
  y = 189,
  subtype = "pot",
}

destructible{
  layer = 1,
  x = 80,
