properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  world = "Monde intérieur",
  tileset = "cave",
  music = "same",
}

tile{
  layer = 1,
  x = 16,
  y = 32,
  width = 24,
  height = 24,
  pattern = 45,
}

tile{
  layer = 1,
  x = 32,
  y = 16,
  width = 24,
  height = 24,
  pattern = 45,
}

tile{
  layer = 1,
  x = 16,
  y = 184,
  width = 24,
  height = 24,
  pattern = 47,
}

tile{
  layer = 1,
  x = 32,
  y = 200,
  width = 24,
  height = 24,
  pattern = 47,
}

tile{
  layer = 1,
  x = 16,
  y = 56,
  width = 24,
  height = 128,
  pattern = 51,
}

tile{
  layer = 1,
  x = 56,
  y = 200,
  width = 208,
  height = 24,
  pattern = 52,
}

tile{
  layer = 1,
  x = 264,
  y = 200,
  width = 24,
  height = 24,
  pattern = 48,
}

tile{
  layer = 1,
  x = 280,
  y = 184,
  width = 24,
  height = 24,
  pattern = 48,
}

tile{
  layer = 1,
  x = 280,
  y = 56,
  width = 24,
  height = 128,
  pattern = 50,
}

tile{
  layer = 1,
  x = 280,
  y = 32,
  width = 24,
  height = 24,
  pattern = 46,
}

tile{
  layer = 1,
  x = 264,
  y = 16,
  width = 24,
  height = 24,
  pattern = 46,
}

tile{
  layer = 1,
  x = 56,
  y = 16,
  width = 208,
  height = 24,
  pattern = 49,
}

tile{
  layer = 1,
  x = 40,
  y = 176,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 56,
  y = 192,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 256,
  y = 40,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 272,
  y = 56,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 272,
  y = 176,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 256,
  y = 192,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 40,
  y = 56,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 56,
  y = 40,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 64,
  y = 40,
  width = 192,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 256,
  y = 56,
  width = 16,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 48,
  y = 56,
  width = 16,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 64,
  y = 192,
  width = 192,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 256,
  y = 176,
  width = 16,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 48,
  y = 176,
  width = 16,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 40,
  y = 64,
  width = 8,
  height = 112,
  pattern = 181,
}

tile{
  layer = 1,
  x = 56,
  y = 176,
  width = 8,
  height = 16,
  pattern = 181,
}

tile{
  layer = 1,
  x = 56,
  y = 48,
  width = 8,
  height = 16,
  pattern = 181,
}

tile{
  layer = 1,
  x = 256,
  y = 48,
  width = 8,
  height = 16,
  pattern = 182,
}

tile{
  layer = 1,
  x = 272,
  y = 64,
  width = 8,
  height = 112,
  pattern = 182,
}

tile{
  layer = 1,
  x = 256,
  y = 176,
  width = 8,
  height = 16,
  pattern = 182,
}

tile{
  layer = 1,
  x = 256,
  y = 176,
  width = 8,
  height = 8,
  pattern = 183,
}

tile{
  layer = 1,
  x = 256,
  y = 56,
  width = 8,
  height = 8,
  pattern = 186,
}

tile{
  layer = 1,
  x = 56,
  y = 56,
  width = 8,
  height = 8,
  pattern = 185,
}

tile{
  layer = 1,
  x = 56,
  y = 176,
  width = 8,
  height = 8,
  pattern = 184,
}

tile{
  layer = 1,
  x = 104,
  y = 88,
  width = 112,
  height = 64,
  pattern = 385,
}

tile{
  layer = 1,
  x = 96,
  y = 80,
  width = 120,
  height = 8,
  pattern = 407,
}

tile{
  layer = 1,
  x = 104,
  y = 152,
  width = 112,
  height = 8,
  pattern = 407,
}

tile{
  layer = 1,
  x = 96,
  y = 88,
  width = 8,
  height = 72,
  pattern = 407,
}

tile{
  layer = 1,
  x = 216,
  y = 80,
  width = 8,
  height = 80,
  pattern = 407,
}

tile{
  layer = 1,
  x = 120,
  y = 120,
  width = 16,
  height = 16,
  pattern = 283,
}

tile{
  layer = 1,
  x = 184,
  y = 120,
  width = 16,
  height = 16,
  pattern = 283,
}

tile{
  layer = 1,
  x = 48,
  y = 48,
  width = 224,
  height = 144,
  pattern = 2,
}

tile{
  layer = 1,
  x = 80,
  y = 72,
  width = 160,
  height = 48,
  pattern = 384,
}

tile{
  layer = 1,
  x = 40,
  y = 176,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 56,
  y = 192,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 256,
  y = 40,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 272,
  y = 56,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 272,
  y = 176,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 256,
  y = 192,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 40,
  y = 56,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 56,
  y = 40,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 256,
  y = 56,
  width = 16,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 48,
  y = 56,
  width = 16,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 256,
  y = 176,
  width = 16,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 48,
  y = 176,
  width = 16,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 56,
  y = 176,
  width = 8,
  height = 16,
  pattern = 181,
}

tile{
  layer = 1,
  x = 56,
  y = 48,
  width = 8,
  height = 16,
  pattern = 181,
}

tile{
  layer = 1,
  x = 256,
