properties{
  x = 960,
  y = 1536,
  width = 960,
  height = 768,
  min_layer = 0,
  max_layer = 2,
  world = "outside_world",
  tileset = "light_world",
  music = "same",
}

tile{
  layer = 0,
  x = 376,
  y = 0,
  width = 16,
  height = 16,
  pattern = "910",
}

tile{
  layer = 0,
  x = 656,
  y = 200,
  width = 16,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 160,
  y = 168,
  width = 16,
  height = 16,
  pattern = "37",
}

tile{
  layer = 0,
  x = 896,
  y = 304,
  width = 32,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 880,
  y = 64,
  width = 16,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 872,
  y = 48,
  width = 16,
  height = 16,
  pattern = "42",
}

tile{
  layer = 0,
  x = 928,
  y = 504,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 912,
  y = 472,
  width = 48,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 912,
  y = 600,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 896,
  y = 504,
  width = 32,
  height = 96,
  pattern = "49",
}

tile{
  layer = 0,
  x = 504,
  y = 608,
  width = 48,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 272,
  y = 280,
  width = 8,
  height = 8,
  pattern = "52",
}

tile{
  layer = 0,
  x = 192,
  y = 488,
  width = 8,
  height = 8,
  pattern = "39",
}

tile{
  layer = 0,
  x = 112,
  y = 216,
  width = 32,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 296,
  y = 320,
  width = 160,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 312,
  y = 352,
  width = 112,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 344,
  y = 336,
  width = 48,
  height = 16,
  pattern = "387",
}

tile{
  layer = 0,
  x = 280,
  y = 320,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 552,
  y = 256,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 440,
  y = 304,
  width = 112,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 600,
  y = 144,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 456,
  y = 288,
  width = 128,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 520,
  y = 272,
  width = 80,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 568,
  y = 128,
  width = 16,
  height = 144,
  pattern = "49",
}

tile{
  layer = 0,
  x = 584,
  y = 96,
  width = 16,
  height = 176,
  pattern = "49",
}

tile{
  layer = 0,
  x = 600,
  y = 80,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 600,
  y = 96,
  width = 32,
  height = 48,
  pattern = "49",
}

tile{
  layer = 0,
  x = 616,
  y = 64,
  width = 144,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 760,
  y = 80,
  width = 16,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 744,
  y = 96,
  width = 48,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 776,
  y = 192,
  width = 16,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 760,
  y = 112,
  width = 32,
  height = 64,
  pattern = "49",
}

tile{
  layer = 0,
  x = 760,
  y = 176,
  width = 48,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 792,
  y = 192,
  width = 32,
  height = 48,
  pattern = "49",
}

tile{
  layer = 0,
  x = 824,
  y = 208,
  width = 32,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 144,
  y = 216,
  width = 80,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 216,
  y = 224,
  width = 16,
  height = 48,
  pattern = "49",
}

tile{
  layer = 0,
  x = 232,
  y = 240,
  width = 16,
  height = 64,
  pattern = "49",
}

tile{
  layer = 0,
  x = 248,
  y = 256,
  width = 16,
  height = 64,
  pattern = "49",
}

tile{
  layer = 0,
  x = 264,
  y = 288,
  width = 48,
  height = 32,
  pattern = "49",
}

tile{
  layer = 0,
  x = 328,
  y = 368,
  width = 80,
  height = 16,
  pattern = "49",
}

tile{
  layer = 0,
  x = 792,
  y = 104,
  width = 8,
  height = 64,
  pattern = "57",
}

tile{
  layer = 0,
  x = 256,
  y = 256,
  width = 8,
  height = 16,
  pattern = "57",
}

tile{
  layer = 0,
  x = 928,
  y = 248,
  width = 16,
  height = 16,
  pattern = "271",
}

tile{
  layer = 0,
  x = 928,
  y = 256,
  width = 8,
  height = 8,
  pattern = "284",
}

tile{
  layer = 0,
  x = 888,
  y = 264,
  width = 80,
  height = 8,
  pattern = "194",
}

tile{
  layer = 0,
  x = 536,
  y = 672,
  width = 8,
  height = 64,
  pattern = "550",
}

tile{
  layer = 0,
  x = 544,
  y = 656,
  width = 256,
  height = 96,
  pattern = "275",
}

tile{
  layer = 0,
  x = 624,
  y = 432,
  width = 136,
  height = 16,
  pattern = "275",
}

tile{
  layer = 0,
  x = 576,
  y = 448,
  width = 200,
  height = 208,
  pattern = "275",
}

tile{
  layer = 0,
  x = 744,
  y = 432,
  width = 16,
  height = 16,
  pattern = "553",
}

tile{
  layer = 0,
  x = 752,
  y = 440,
  width = 16,
  height = 16,
  pattern = "553",
}

tile{
  layer = 0,
  x = 536,
  y = 656,
  width = 16,
  height = 16,
  pattern = "554",
}

tile{
  layer = 0,
  x = 768,
  y = 648,
  width = 16,
  height = 16,
  pattern = "553",
}

tile{
  layer = 0,
  x = 776,
  y = 712,
  width = 16,
  height = 16,
  pattern = "552",
}

tile{
  layer = 0,
  x = 760,
  y = 728,
  width = 16,
  height = 16,
  pattern = "552",
}

tile{
  layer = 0,
  x = 552,
  y = 744,
  width = 208,
  height = 8,
  pattern = "547",
}

tile{
  layer = 0,
  x = 536,
  y = 736,
  width = 16,
  height = 16,
