properties{
  x = 1920,
  y = 1536,
  width = 960,
  height = 768,
  min_layer = 0,
  max_layer = 2,
  world = "outside_world",
  tileset = "out/outside",
}

tile{
  layer = 0,
  x = 0,
  y = 0,
  width = 960,
  height = 768,
  pattern = "14667",
}

tile{
  layer = 0,
  x = 872,
  y = 264,
  width = 16,
  height = 16,
  pattern = "112",
}

tile{
  layer = 0,
  x = 96,
  y = 296,
  width = 16,
  height = 32,
  pattern = "907",
}

tile{
  layer = 0,
  x = 72,
  y = 296,
  width = 32,
  height = 32,
  pattern = "907",
}

tile{
  layer = 0,
  x = 384,
  y = 312,
  width = 272,
  height = 16,
  pattern = "907",
}

tile{
  layer = 0,
  x = 152,
  y = 128,
  width = 16,
  height = 48,
  pattern = "907",
}

tile{
  layer = 0,
  x = 160,
  y = 240,
  width = 32,
  height = 16,
  pattern = "907",
}

tile{
  layer = 0,
  x = 176,
  y = 256,
  width = 16,
  height = 48,
  pattern = "907",
}

tile{
  layer = 0,
  x = 408,
  y = 712,
  width = 248,
  height = 56,
  pattern = "112",
}

tile{
  layer = 0,
  x = 600,
  y = 680,
  width = 224,
  height = 56,
  pattern = "112",
}

tile{
  layer = 0,
  x = 808,
  y = 352,
  width = 56,
  height = 384,
  pattern = "112",
}

tile{
  layer = 0,
  x = 824,
  y = 280,
  width = 72,
  height = 72,
  pattern = "112",
}

tile{
  layer = 0,
  x = 936,
  y = 280,
  width = 24,
  height = 64,
  pattern = "112",
}

tile{
  layer = 0,
  x = 888,
  y = 0,
  width = 48,
  height = 344,
  pattern = "112",
}

tile{
  layer = 0,
  x = 432,
  y = 192,
  width = 48,
  height = 40,
  pattern = "2202",
}

tile{
  layer = 0,
  x = 432,
  y = 232,
  width = 48,
  height = 8,
  pattern = "2203",
}

tile{
  layer = 0,
  x = 416,
  y = 176,
  width = 48,
  height = 16,
  pattern = "12842",
}

tile{
  layer = 0,
  x = 424,
  y = 192,
  width = 8,
  height = 40,
  pattern = "2204",
}

tile{
  layer = 0,
  x = 480,
  y = 192,
  width = 8,
  height = 40,
  pattern = "2205",
}

tile{
  layer = 0,
  x = 400,
  y = 40,
  width = 288,
  height = 8,
